,0
1831,BABA  190118C00250000
1832,BABA  190118P00240000
1833,BABA  190118P00250000
1834,BABA  190621C00240000
1835,BABA  190621C00250000
1836,BABA  190621P00240000
1837,BABA  190621P00250000
1838,BABA  180420C00120000
1839,BABA  180420C00125000
1840,BABA  180420C00130000
1841,BABA  180420C00135000
1842,BABA  180420C00140000
1843,BABA  180420C00145000
1844,BABA  180420C00150000
1845,BABA  180420C00155000
1846,BABA  180420C00160000
1847,BABA  180420C00165000
1848,BABA  180420C00170000
1849,BABA  180420C00175000
1850,BABA  180420C00180000
1851,BABA  180420C00185000
1852,BABA  180420C00190000
1853,BABA  180420C00195000
1854,BABA  180420C00200000
1855,BABA  180420C00210000
1856,BABA  180420C00220000
1857,BABA  180420P00120000
1858,BABA  180420P00125000
1859,BABA  180420P00130000
1860,BABA  180420P00135000
1861,BABA  180420P00140000
1862,BABA  180420P00145000
1863,BABA  180420P00150000
1864,BABA  180420P00155000
1865,BABA  180420P00160000
1866,BABA  180420P00165000
1867,BABA  180420P00170000
1868,BABA  180420P00175000
1869,BABA  180420P00180000
1870,BABA  180420P00185000
1871,BABA  180420P00190000
1872,BABA  180420P00195000
1873,BABA  180420P00200000
1874,BABA  180420P00210000
1875,BABA  180420P00220000
1876,BABA  180420C00105000
1877,BABA  180420C00110000
1878,BABA  180420C00115000
1879,BABA  180420C00230000
1880,BABA  180420C00240000
1881,BABA  180420C00250000
1882,BABA  180420P00105000
1883,BABA  180420P00110000
1884,BABA  180420P00115000
1885,BABA  180420P00230000
1886,BABA  180420P00240000
1887,BABA  180420P00250000
1888,BABA  190118C00260000
1889,BABA  190118P00260000
1890,BABA  190621C00260000
1891,BABA  190621P00260000
1892,BABA  200117C00125000
1893,BABA  200117C00130000
1894,BABA  200117C00135000
1895,BABA  200117C00140000
1896,BABA  200117C00145000
1897,BABA  200117C00150000
1898,BABA  200117C00155000
1899,BABA  200117C00160000
1900,BABA  200117C00165000
1901,BABA  200117C00170000
1902,BABA  200117C00175000
1903,BABA  200117C00180000
1904,BABA  200117C00185000
1905,BABA  200117C00190000
1906,BABA  200117C00195000
1907,BABA  200117C00200000
1908,BABA  200117C00210000
1909,BABA  200117C00220000
1910,BABA  200117C00230000
1911,BABA  200117P00125000
1912,BABA  200117P00130000
1913,BABA  200117P00135000
1914,BABA  200117P00140000
1915,BABA  200117P00145000
1916,BABA  200117P00150000
1917,BABA  200117P00155000
1918,BABA  200117P00160000
1919,BABA  200117P00165000
1920,BABA  200117P00170000
1921,BABA  200117P00175000
1922,BABA  200117P00180000
1923,BABA  200117P00185000
1924,BABA  200117P00190000
1925,BABA  200117P00195000
1926,BABA  200117P00200000
1927,BABA  200117P00210000
1928,BABA  200117P00220000
1929,BABA  200117P00230000
1930,BABA  180615C00260000
1931,BABA  180615P00260000
1932,BABA  200117C00100000
1933,BABA  200117C00105000
1934,BABA  200117C00110000
1935,BABA  200117C00115000
1936,BABA  200117C00120000
1937,BABA  200117C00240000
1938,BABA  200117C00250000
1939,BABA  200117C00260000
1940,BABA  200117C00090000
1941,BABA  200117C00095000
1942,BABA  200117P00100000
1943,BABA  200117P00105000
1944,BABA  200117P00110000
1945,BABA  200117P00115000
1946,BABA  200117P00120000
1947,BABA  200117P00240000
1948,BABA  200117P00250000
1949,BABA  200117P00260000
1950,BABA  200117P00090000
1951,BABA  200117P00095000
1952,BABA  180420C00260000
1953,BABA  180420P00260000
1954,BABA  200117C00085000
1955,BABA  200117P00085000
1956,BABA  180615C00270000
1957,BABA  180615P00270000
1958,BABA  190118C00270000
1959,BABA  190118P00270000
1960,BABA  190621C00270000
1961,BABA  190621P00270000
1962,BABA  200117C00270000
1963,BABA  200117P00270000
1964,BABA  180615C00280000
1965,BABA  180615P00280000
1966,BABA  190118C00280000
1967,BABA  190118P00280000
1968,BABA  190621C00280000
1969,BABA  190621P00280000
1970,BABA  200117C00280000
1971,BABA  200117P00280000
1972,BABA  180720C00140000
1973,BABA  180720C00145000
1974,BABA  180720C00150000
1975,BABA  180720C00155000
1976,BABA  180720C00160000
1977,BABA  180720C00165000
1978,BABA  180720C00170000
1979,BABA  180720C00175000
1980,BABA  180720C00180000
1981,BABA  180720C00185000
1982,BABA  180720C00190000
1983,BABA  180720C00195000
1984,BABA  180720C00200000
1985,BABA  180720C00210000
1986,BABA  180720C00220000
1987,BABA  180720C00230000
1988,BABA  180720C00240000
1989,BABA  180720C00250000
1990,BABA  180720C00260000
1991,BABA  180720P00140000
1992,BABA  180720P00145000
1993,BABA  180720P00150000
1994,BABA  180720P00155000
1995,BABA  180720P00160000
1996,BABA  180720P00165000
1997,BABA  180720P00170000
1998,BABA  180720P00175000
1999,BABA  180720P00180000
2000,BABA  180720P00185000
2001,BABA  180720P00190000
2002,BABA  180720P00195000
2003,BABA  180720P00200000
2004,BABA  180720P00210000
2005,BABA  180720P00220000
2006,BABA  180720P00230000
2007,BABA  180720P00240000
2008,BABA  180720P00250000
2009,BABA  180720P00260000
2010,BABA  180720C00105000
2011,BABA  180720C00110000
2012,BABA  180720C00115000
2013,BABA  180720C00120000
2014,BABA  180720C00125000
2015,BABA  180720C00130000
2016,BABA  180720C00135000
2017,BABA  180720C00270000
2018,BABA  180720C00280000
2019,BABA  180720P00105000
2020,BABA  180720P00110000
2021,BABA  180720P00115000
2022,BABA  180720P00120000
2023,BABA  180720P00125000
2024,BABA  180720P00130000
2025,BABA  180720P00135000
2026,BABA  180720P00270000
2027,BABA  180720P00280000
2028,BABA  200117C00050000
2029,BABA  200117C00060000
2030,BABA  200117C00070000
2031,BABA  200117C00080000
2032,BABA  200117P00050000
2033,BABA  200117P00060000
2034,BABA  200117P00070000
2035,BABA  200117P00080000
2036,BABA  180720C00100000
2037,BABA  180720C00090000
2038,BABA  180720C00095000
2039,BABA  180720P00100000
2040,BABA  180720P00090000
2041,BABA  180720P00095000
2042,BABA  190118C00290000
2043,BABA  190118C00300000
2044,BABA  190118C00310000
2045,BABA  190118C00320000
2046,BABA  190118C00330000
2047,BABA  190118C00340000
2048,BABA  190118C00350000
2049,BABA  190118C00360000
2050,BABA  190118P00290000
2051,BABA  190118P00300000
2052,BABA  190118P00310000
2053,BABA  190118P00320000
2054,BABA  190118P00330000
2055,BABA  190118P00340000
2056,BABA  190118P00350000
2057,BABA  190118P00360000
2058,BABA  200117C00290000
2059,BABA  200117C00300000
2060,BABA  200117C00310000
2061,BABA  200117C00320000
2062,BABA  200117C00330000
2063,BABA  200117C00340000
2064,BABA  200117C00350000
2065,BABA  200117C00360000
2066,BABA  200117P00290000
2067,BABA  200117P00300000
2068,BABA  200117P00310000
2069,BABA  200117P00320000
2070,BABA  200117P00330000
2071,BABA  200117P00340000
2072,BABA  200117P00350000
2073,BABA  200117P00360000
2074,BABA  180316C00140000
2075,BABA  180316C00145000
2076,BABA  180316C00150000
2077,BABA  180316C00155000
2078,BABA  180316C00160000
2079,BABA  180316C00165000
2080,BABA  180316C00170000
2081,BABA  180316C00175000
2082,BABA  180316C00180000
2083,BABA  180316C00185000
2084,BABA  180316C00190000
2085,BABA  180316C00195000
2086,BABA  180316C00200000
2087,BABA  180316C00210000
2088,BABA  180316C00220000
2089,BABA  180316C00230000
2090,BABA  180316C00240000
2091,BABA  180316C00250000
2092,BABA  180316C00260000
2093,BABA  180316P00140000
2094,BABA  180316P00145000
2095,BABA  180316P00150000
2096,BABA  180316P00155000
2097,BABA  180316P00160000
2098,BABA  180316P00165000
2099,BABA  180316P00170000
2100,BABA  180316P00175000
2101,BABA  180316P00180000
2102,BABA  180316P00185000
2103,BABA  180316P00190000
2104,BABA  180316P00195000
2105,BABA  180316P00200000
2106,BABA  180316P00210000
2107,BABA  180316P00220000
2108,BABA  180316P00230000
2109,BABA  180316P00240000
2110,BABA  180316P00250000
2111,BABA  180316P00260000
2112,BABA  180420C00270000
2113,BABA  180420P00270000
2114,BABA  180615C00290000
2115,BABA  180615P00290000
2116,BABA  180720C00290000
2117,BABA  180720P00290000
2118,BABA  190621C00290000
2119,BABA  190621C00300000
2120,BABA  190621P00290000
2121,BABA  190621P00300000
2122,BABA  180316C00270000
2123,BABA  180316C00280000
2124,BABA  180316C00290000
2125,BABA  180316C00300000
2126,BABA  180316P00270000
2127,BABA  180316P00280000
2128,BABA  180316P00290000
2129,BABA  180316P00300000
2130,BABA  180323C00170000
2131,BABA  180323C00172500
2132,BABA  180323C00175000
2133,BABA  180323C00177500
2134,BABA  180323C00180000
2135,BABA  180323C00182500
2136,BABA  180323C00185000
2137,BABA  180323C00187500
2138,BABA  180323C00190000
2139,BABA  180323C00192500
2140,BABA  180323C00195000
2141,BABA  180323C00197500
2142,BABA  180323C00200000
2143,BABA  180323C00202500
2144,BABA  180323C00205000
2145,BABA  180323C00207500
2146,BABA  180323C00210000
2147,BABA  180323C00212500
2148,BABA  180323C00215000
2149,BABA  180323C00217500
2150,BABA  180323C00220000
2151,BABA  180323C00222500
2152,BABA  180323C00225000
2153,BABA  180323C00227500
2154,BABA  180323C00230000
2155,BABA  180323C00232500
2156,BABA  180323C00235000
2157,BABA  180323C00237500
2158,BABA  180323C00240000
2159,BABA  180323P00170000
2160,BABA  180323P00172500
2161,BABA  180323P00175000
2162,BABA  180323P00177500
2163,BABA  180323P00180000
2164,BABA  180323P00182500
2165,BABA  180323P00185000
2166,BABA  180323P00187500
2167,BABA  180323P00190000
2168,BABA  180323P00192500
2169,BABA  180323P00195000
2170,BABA  180323P00197500
2171,BABA  180323P00200000
2172,BABA  180323P00202500
2173,BABA  180323P00205000
2174,BABA  180323P00207500
2175,BABA  180323P00210000
2176,BABA  180323P00212500
2177,BABA  180323P00215000
2178,BABA  180323P00217500
2179,BABA  180323P00220000
2180,BABA  180323P00222500
2181,BABA  180323P00225000
2182,BABA  180323P00227500
2183,BABA  180323P00230000
2184,BABA  180323P00232500
2185,BABA  180323P00235000
2186,BABA  180323P00237500
2187,BABA  180323P00240000
2188,BABA  180316C00120000
2189,BABA  180316C00125000
2190,BABA  180316C00130000
2191,BABA  180316C00135000
2192,BABA  180316P00120000
2193,BABA  180316P00125000
2194,BABA  180316P00130000
2195,BABA  180316P00135000
2196,BABA  180323C00150000
2197,BABA  180323C00155000
2198,BABA  180323C00160000
2199,BABA  180323C00165000
2200,BABA  180323C00245000
2201,BABA  180323C00250000
2202,BABA  180323P00150000
2203,BABA  180323P00155000
2204,BABA  180323P00160000
2205,BABA  180323P00165000
2206,BABA  180323P00245000
2207,BABA  180323P00250000
2208,BABA  180323C00149000
2209,BABA  180323C00152500
2210,BABA  180323C00157500
2211,BABA  180323C00162500
2212,BABA  180323C00167500
2213,BABA  180323P00149000
2214,BABA  180323P00152500
2215,BABA  180323P00157500
2216,BABA  180323P00162500
2217,BABA  180323P00167500
2218,BABA  180329C00149000
2219,BABA  180329C00150000
2220,BABA  180329C00152500
2221,BABA  180329C00155000
2222,BABA  180329C00157500
2223,BABA  180329C00160000
2224,BABA  180329C00162500
2225,BABA  180329C00165000
2226,BABA  180329C00167500
2227,BABA  180329C00170000
2228,BABA  180329C00172500
2229,BABA  180329C00175000
2230,BABA  180329C00177500
2231,BABA  180329C00180000
2232,BABA  180329C00182500
2233,BABA  180329C00185000
2234,BABA  180329C00187500
2235,BABA  180329C00190000
2236,BABA  180329C00192500
2237,BABA  180329C00195000
2238,BABA  180329C00197500
2239,BABA  180329C00200000
2240,BABA  180329C00202500
2241,BABA  180329C00205000
2242,BABA  180329C00207500
2243,BABA  180329C00210000
2244,BABA  180329C00212500
2245,BABA  180329C00215000
2246,BABA  180329C00217500
2247,BABA  180329P00149000
2248,BABA  180329P00150000
2249,BABA  180329P00152500
2250,BABA  180329P00155000
2251,BABA  180329P00157500
2252,BABA  180329P00160000
2253,BABA  180329P00162500
2254,BABA  180329P00165000
2255,BABA  180329P00167500
2256,BABA  180329P00170000
2257,BABA  180329P00172500
2258,BABA  180329P00175000
2259,BABA  180329P00177500
2260,BABA  180329P00180000
2261,BABA  180329P00182500
2262,BABA  180329P00185000
2263,BABA  180329P00187500
2264,BABA  180329P00190000
2265,BABA  180329P00192500
2266,BABA  180329P00195000
2267,BABA  180329P00197500
2268,BABA  180329P00200000
2269,BABA  180329P00202500
2270,BABA  180329P00205000
2271,BABA  180329P00207500
2272,BABA  180329P00210000
2273,BABA  180329P00212500
2274,BABA  180329P00215000
2275,BABA  180329P00217500
2276,BABA  180323C00125000
2277,BABA  180323C00130000
2278,BABA  180323C00135000
2279,BABA  180323C00140000
2280,BABA  180323C00145000
2281,BABA  180323C00146000
2282,BABA  180323C00147000
2283,BABA  180323C00148000
2284,BABA  180323P00125000
2285,BABA  180323P00130000
2286,BABA  180323P00135000
2287,BABA  180323P00140000
2288,BABA  180323P00145000
2289,BABA  180323P00146000
2290,BABA  180323P00147000
2291,BABA  180323P00148000
2292,BABA  180329C00125000
2293,BABA  180329C00130000
2294,BABA  180329C00135000
2295,BABA  180329C00140000
2296,BABA  180329C00145000
2297,BABA  180329C00220000
2298,BABA  180329C00225000
2299,BABA  180329P00125000
2300,BABA  180329P00130000
2301,BABA  180329P00135000
2302,BABA  180329P00140000
2303,BABA  180329P00145000
2304,BABA  180329P00220000
2305,BABA  180329P00225000
2306,BABA  180316C00105000
2307,BABA  180316C00110000
2308,BABA  180316C00115000
2309,BABA  180316P00100000
2310,BABA  180316P00105000
2311,BABA  180316P00110000
2312,BABA  180316P00115000
2313,BABA  180323C00120000
2314,BABA  180323P00120000
2315,BABA  180329C00120000
2316,BABA  180329P00120000
2317,BABA  180329C00230000
2318,BABA  180329C00235000
2319,BABA  180329P00230000
2320,BABA  180329P00235000
2321,BABA  180316C00157500
2322,BABA  180316C00162500
2323,BABA  180316C00167500
2324,BABA  180316C00172500
2325,BABA  180316C00177500
2326,BABA  180316C00182500
2327,BABA  180316C00187500
2328,BABA  180316C00192500
2329,BABA  180316C00197500
2330,BABA  180316C00202500
2331,BABA  180316C00205000
2332,BABA  180316C00207500
2333,BABA  180316C00212500
2334,BABA  180316C00215000
2335,BABA  180316C00217500
2336,BABA  180316C00225000
2337,BABA  180316C00235000
2338,BABA  180316P00157500
2339,BABA  180316P00162500
2340,BABA  180316P00167500
2341,BABA  180316P00172500
2342,BABA  180316P00177500
2343,BABA  180316P00182500
2344,BABA  180316P00187500
2345,BABA  180316P00192500
2346,BABA  180316P00197500
2347,BABA  180316P00202500
2348,BABA  180316P00205000
2349,BABA  180316P00207500
2350,BABA  180316P00212500
2351,BABA  180316P00215000
2352,BABA  180316P00217500
2353,BABA  180316P00225000
2354,BABA  180316P00235000
2355,BABA  181019C00145000
2356,BABA  181019C00150000
2357,BABA  181019C00155000
2358,BABA  181019C00160000
2359,BABA  181019C00165000
2360,BABA  181019C00170000
2361,BABA  181019C00175000
2362,BABA  181019C00180000
2363,BABA  181019C00185000
2364,BABA  181019C00190000
2365,BABA  181019C00195000
2366,BABA  181019C00200000
2367,BABA  181019C00210000
2368,BABA  181019C00220000
2369,BABA  181019C00230000
2370,BABA  181019C00240000
2371,BABA  181019C00250000
2372,BABA  181019C00260000
2373,BABA  181019C00270000
2374,BABA  181019P00145000
2375,BABA  181019P00150000
2376,BABA  181019P00155000
2377,BABA  181019P00160000
2378,BABA  181019P00165000
2379,BABA  181019P00170000
2380,BABA  181019P00175000
2381,BABA  181019P00180000
2382,BABA  181019P00185000
2383,BABA  181019P00190000
2384,BABA  181019P00195000
2385,BABA  181019P00200000
2386,BABA  181019P00210000
2387,BABA  181019P00220000
2388,BABA  181019P00230000
2389,BABA  181019P00240000
2390,BABA  181019P00250000
2391,BABA  181019P00260000
2392,BABA  181019P00270000
2393,BABA  180518C00145000
2394,BABA  180518C00150000
2395,BABA  180518C00155000
2396,BABA  180518C00160000
2397,BABA  180518C00165000
2398,BABA  180518C00170000
2399,BABA  180518C00175000
2400,BABA  180518C00180000
2401,BABA  180518C00185000
2402,BABA  180518C00190000
2403,BABA  180518C00195000
2404,BABA  180518C00200000
2405,BABA  180518C00210000
2406,BABA  180518C00220000
2407,BABA  180518C00230000
2408,BABA  180518C00240000
2409,BABA  180518P00145000
2410,BABA  180518P00150000
2411,BABA  180518P00155000
2412,BABA  180518P00160000
2413,BABA  180518P00165000
2414,BABA  180518P00170000
2415,BABA  180518P00175000
2416,BABA  180518P00180000
2417,BABA  180518P00185000
2418,BABA  180518P00190000
2419,BABA  180518P00195000
2420,BABA  180518P00200000
2421,BABA  180518P00210000
2422,BABA  180518P00220000
2423,BABA  180518P00230000
2424,BABA  180518P00240000
2425,BABA  181019C00110000
2426,BABA  181019C00115000
2427,BABA  181019C00120000
2428,BABA  181019C00125000
2429,BABA  181019C00130000
2430,BABA  181019C00135000
2431,BABA  181019C00140000
2432,BABA  181019P00110000
2433,BABA  181019P00115000
2434,BABA  181019P00120000
2435,BABA  181019P00125000
2436,BABA  181019P00130000
2437,BABA  181019P00135000
2438,BABA  181019P00140000
2439,BABA  180406C00157500
2440,BABA  180406C00160000
2441,BABA  180406C00162500
2442,BABA  180406C00165000
2443,BABA  180406C00167500
2444,BABA  180406C00170000
2445,BABA  180406C00172500
2446,BABA  180406C00175000
2447,BABA  180406C00177500
2448,BABA  180406C00180000
2449,BABA  180406C00182500
2450,BABA  180406C00185000
2451,BABA  180406C00187500
2452,BABA  180406C00190000
2453,BABA  180406C00192500
2454,BABA  180406C00195000
2455,BABA  180406C00197500
2456,BABA  180406C00200000
2457,BABA  180406C00202500
2458,BABA  180406C00205000
2459,BABA  180406C00207500
2460,BABA  180406C00210000
2461,BABA  180406C00212500
2462,BABA  180406C00215000
2463,BABA  180406C00217500
2464,BABA  180406C00220000
2465,BABA  180406C00222500
2466,BABA  180406C00225000
2467,BABA  180406C00227500
2468,BABA  180406P00157500
2469,BABA  180406P00160000
2470,BABA  180406P00162500
2471,BABA  180406P00165000
2472,BABA  180406P00167500
2473,BABA  180406P00170000
2474,BABA  180406P00172500
2475,BABA  180406P00175000
2476,BABA  180406P00177500
2477,BABA  180406P00180000
2478,BABA  180406P00182500
2479,BABA  180406P00185000
2480,BABA  180406P00187500
2481,BABA  180406P00190000
2482,BABA  180406P00192500
2483,BABA  180406P00195000
2484,BABA  180406P00197500
2485,BABA  180406P00200000
2486,BABA  180406P00202500
2487,BABA  180406P00205000
2488,BABA  180406P00207500
2489,BABA  180406P00210000
2490,BABA  180406P00212500
2491,BABA  180406P00215000
2492,BABA  180406P00217500
2493,BABA  180406P00220000
2494,BABA  180406P00222500
2495,BABA  180406P00225000
2496,BABA  180406P00227500
2497,BABA  180420C00100000
2498,BABA  180420C00050000
2499,BABA  180420C00060000
2500,BABA  180420C00070000
2501,BABA  180420C00080000
2502,BABA  180420C00090000
2503,BABA  180420P00100000
2504,BABA  180420P00050000
2505,BABA  180420P00060000
2506,BABA  180420P00070000
2507,BABA  180420P00080000
2508,BABA  180420P00090000
2509,BABA  180518C00100000
2510,BABA  180518C00110000
2511,BABA  180518C00050000
2512,BABA  180518C00060000
2513,BABA  180518C00070000
2514,BABA  180518C00080000
2515,BABA  180518C00090000
2516,BABA  180518P00100000
2517,BABA  180518P00110000
2518,BABA  180518P00050000
2519,BABA  180518P00060000
2520,BABA  180518P00070000
2521,BABA  180518P00080000
2522,BABA  180518P00090000
2523,BABA  180615C00050000
2524,BABA  180615C00060000
2525,BABA  180615C00070000
2526,BABA  180615P00050000
2527,BABA  180615P00060000
2528,BABA  180615P00070000
2529,BABA  180720C00050000
2530,BABA  180720C00060000
2531,BABA  180720C00070000
2532,BABA  180720C00080000
2533,BABA  180720P00050000
2534,BABA  180720P00060000
2535,BABA  180720P00070000
2536,BABA  180720P00080000
2537,BABA  181019C00100000
2538,BABA  181019C00050000
2539,BABA  181019C00060000
2540,BABA  181019C00070000
2541,BABA  181019C00080000
2542,BABA  181019C00090000
2543,BABA  181019P00100000
2544,BABA  181019P00050000
2545,BABA  181019P00060000
2546,BABA  181019P00070000
2547,BABA  181019P00080000
2548,BABA  181019P00090000
2549,BABA  180406C00150000
2550,BABA  180406C00152500
2551,BABA  180406C00155000
2552,BABA  180406P00150000
2553,BABA  180406P00152500
2554,BABA  180406P00155000
2555,BABA  180413C00150000
2556,BABA  180413C00152500
2557,BABA  180413C00155000
2558,BABA  180413C00157500
2559,BABA  180413C00160000
2560,BABA  180413C00162500
2561,BABA  180413C00165000
2562,BABA  180413C00167500
2563,BABA  180413C00170000
2564,BABA  180413C00172500
2565,BABA  180413C00175000
2566,BABA  180413C00177500
2567,BABA  180413C00180000
2568,BABA  180413C00182500
2569,BABA  180413C00185000
2570,BABA  180413C00187500
2571,BABA  180413C00190000
2572,BABA  180413C00192500
2573,BABA  180413C00195000
2574,BABA  180413C00197500
2575,BABA  180413C00200000
2576,BABA  180413C00202500
2577,BABA  180413C00205000
2578,BABA  180413C00207500
2579,BABA  180413C00210000
2580,BABA  180413C00212500
2581,BABA  180413C00215000
2582,BABA  180413C00217500
2583,BABA  180413C00220000
2584,BABA  180413P00150000
2585,BABA  180413P00152500
2586,BABA  180413P00155000
2587,BABA  180413P00157500
2588,BABA  180413P00160000
2589,BABA  180413P00162500
2590,BABA  180413P00165000
2591,BABA  180413P00167500
2592,BABA  180413P00170000
2593,BABA  180413P00172500
2594,BABA  180413P00175000
2595,BABA  180413P00177500
2596,BABA  180413P00180000
2597,BABA  180413P00182500
2598,BABA  180413P00185000
2599,BABA  180413P00187500
2600,BABA  180413P00190000
2601,BABA  180413P00192500
2602,BABA  180413P00195000
2603,BABA  180413P00197500
2604,BABA  180413P00200000
2605,BABA  180413P00202500
2606,BABA  180413P00205000
2607,BABA  180413P00207500
2608,BABA  180413P00210000
2609,BABA  180413P00212500
2610,BABA  180413P00215000
2611,BABA  180413P00217500
2612,BABA  180413P00220000
2613,BABA  180316C00146000
2614,BABA  180316C00147000
2615,BABA  180316C00148000
2616,BABA  180316C00149000
2617,BABA  180316C00152500
2618,BABA  180316P00146000
2619,BABA  180316P00147000
2620,BABA  180316P00148000
2621,BABA  180316P00149000
2622,BABA  180316P00152500
2623,BABA  180406C00135000
2624,BABA  180406C00140000
2625,BABA  180406C00145000
2626,BABA  180406P00135000
2627,BABA  180406P00140000
2628,BABA  180406P00145000
2629,BABA  180413C00135000
2630,BABA  180413C00140000
2631,BABA  180413C00145000
2632,BABA  180413C00225000
2633,BABA  180413P00135000
2634,BABA  180413P00140000
2635,BABA  180413P00145000
2636,BABA  180413P00225000
2637,BABA  180518C00115000
2638,BABA  180518C00120000
2639,BABA  180518C00125000
2640,BABA  180518C00130000
2641,BABA  180518C00135000
2642,BABA  180518C00140000
2643,BABA  180518P00115000
2644,BABA  180518P00120000
2645,BABA  180518P00125000
2646,BABA  180518P00130000
2647,BABA  180518P00135000
2648,BABA  180518P00140000
2649,BABA  181019C00105000
2650,BABA  181019C00095000
2651,BABA  181019P00105000
2652,BABA  181019P00095000
2653,BABA  180413C00222500
2654,BABA  180413P00222500
2655,BABA  180427C00152500
2656,BABA  180427C00155000
2657,BABA  180427C00157500
2658,BABA  180427C00160000
2659,BABA  180427C00162500
2660,BABA  180427C00165000
2661,BABA  180427C00167500
2662,BABA  180427C00170000
2663,BABA  180427C00172500
2664,BABA  180427C00175000
2665,BABA  180427C00177500
2666,BABA  180427C00180000
2667,BABA  180427C00182500
2668,BABA  180427C00185000
2669,BABA  180427C00187500
2670,BABA  180427C00190000
2671,BABA  180427C00192500
2672,BABA  180427C00195000
2673,BABA  180427C00197500
2674,BABA  180427C00200000
2675,BABA  180427C00202500
2676,BABA  180427C00205000
2677,BABA  180427C00207500
2678,BABA  180427C00210000
2679,BABA  180427C00212500
2680,BABA  180427C00215000
2681,BABA  180427C00217500
2682,BABA  180427C00220000
2683,BABA  180427C00222500
2684,BABA  180427P00152500
2685,BABA  180427P00155000
2686,BABA  180427P00157500
2687,BABA  180427P00160000
2688,BABA  180427P00162500
2689,BABA  180427P00165000
2690,BABA  180427P00167500
2691,BABA  180427P00170000
2692,BABA  180427P00172500
2693,BABA  180427P00175000
2694,BABA  180427P00177500
2695,BABA  180427P00180000
2696,BABA  180427P00182500
2697,BABA  180427P00185000
2698,BABA  180427P00187500
2699,BABA  180427P00190000
2700,BABA  180427P00192500
2701,BABA  180427P00195000
2702,BABA  180427P00197500
2703,BABA  180427P00200000
2704,BABA  180427P00202500
2705,BABA  180427P00205000
2706,BABA  180427P00207500
2707,BABA  180427P00210000
2708,BABA  180427P00212500
2709,BABA  180427P00215000
2710,BABA  180427P00217500
2711,BABA  180427P00220000
2712,BABA  180427P00222500
2713,BABA  180427C00145000
2714,BABA  180427C00150000
2715,BABA  180427C00225000
2716,BABA  180427C00230000
2717,BABA  180427C00235000
2718,BABA  180427C00240000
2719,BABA  180427P00145000
2720,BABA  180427P00150000
2721,BABA  180427P00225000
2722,BABA  180427P00230000
2723,BABA  180427P00235000
2724,BABA  180427P00240000
2725,BABA  181019C00280000
2726,BABA  181019P00280000
